X,Y,OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,ORIG_FID,GlobalID
-84.72244778,36.08458016,868,OBRI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Obed Wild and Scenic River,2013-12-18T00:00:00.000Z,TN,SE,1309684,Wild and Scenic River,Legacy, , ,34,4d01e519-7384-412c-a644-1606f591744e
-91.40874101,32.63529845,869,POPO,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Poverty Point National Monument,2013-12-18T00:00:00.000Z,LA,SE,1888953,National Monument,Legacy, , ,35,b78cfe61-afb4-4e48-93c8-507d22306edc
-102.5289706,29.75755733,871,RIGR,Generated from NHDFlowline high resolution feature class,Rio Grande Wild and Scenic River,2013-12-18T00:00:00.000Z,TX,IM,2766087,Wild and Scenic River,Legacy, , ,37,a7ccddd4-332d-48e2-8f8c-5d5f793edc4b
-66.1174902,18.46884349,872,SAJU,LEGACY: NPS Inventory and Monitoring Program Data from 2008,San Juan National Historic Site,2013-12-18T00:00:00.000Z,PR,SE,1879024,National Historic Site,Legacy, , ,38,48f4c660-6246-4952-b763-ace601eb409d
-88.34213102,35.13852204,874,SHIL,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Shiloh National Battlefield,2013-12-18T00:00:00.000Z,MS,SE,1270094,National Battlefield,Legacy, , ,40,77b283a4-b78b-4d27-ad0e-e8524987124f
-86.01521888,45.11160542,875,SLBE,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Sleeping Bear Dunes National Lakeshore,2013-12-18T00:00:00.000Z,MI,MW,638101,National Lakeshore,Legacy, , ,41,6fff72dd-b1de-4361-ba5c-42b46e53f486
-75.67037251,41.40757514,876,STEA,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Steamtown National Historic Site,2013-12-18T00:00:00.000Z,PA,NE,1877509,National Historic Site,Legacy, , ,42,eb9c43de-db4a-442b-93be-2cac33bec0e1
-86.43408004,35.87318749,877,STRI,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Stones River National Battlefield,2013-12-18T00:00:00.000Z,TN,SE,1888964,National Battlefield,Legacy, , ,43,93e8745c-2965-4382-8ec4-5410bb43c344
-81.47140832,30.43108984,878,TIMU,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Timucuan Ecological and Historic Preserve,2013-12-18T00:00:00.000Z,FL,SE,2733416,Ecological and Historic Preserve,Legacy, , ,44,aead8365-7f0c-4c4a-a404-e90f8384dc1a
-90.84309724,32.36451085,879,VICK,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Vicksburg National Military Park,2013-12-18T00:00:00.000Z,LA,SE,679217,National Military Park,Legacy, , ,45,5943be86-3c5a-4f1a-9d60-62520670e4be
-85.64442062,37.61197573,930,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,2007-10-03T00:00:00.000Z,KY,SE,496556,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047895#Abraham Lincoln Birthplace National Historic Site,Abraham Lincoln Birthplace,96,926edf5c-ec1f-488b-8063-b32487b1a809
-68.24410999,44.3507318,841,ACAD,LEGACY: NPS Inventory and Monitoring Program Data from 2008,Acadia National Park,2013-12-18T00:00:00.000Z,ME,NE,578853,National Park,Legacy, ,Acadia,7,035ead2e-dd1b-4eca-be77-26e0f3e12cea
-71.01254939,42.25659415,963,ADAM,Lands - http://landsnet.nps.gov/tractsnet/documents/ADAM/Metadata/adam_metadata.xml,Adams National Historical Park,2009-06-05T00:00:00.000Z,MA,NE,1888899,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048140#Adams National Historical Park  ,Adams,129,07aea759-e418-4f78-bf67-328648c6a3db
-74.00432891,40.71454948,947,AFBG,Lands - http://landsnet.nps.gov/tractsnet/documents/AFBG/Metadata/afbg_metadata.xml,African Burial Ground National Monument,2008-08-19T00:00:00.000Z,NY,NE,2060434,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048074#African Burial Ground National Monument  ,African Burial Ground,113,6c782afa-d9cf-4935-8c21-07635fda1310
-103.743999,42.42147185,1063,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,2012-11-27T00:00:00.000Z,NE,MW,826917,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2192756#Agate Fossil Beds National Monument  ,Agate Fossil Beds,229,4798a5cf-43d6-4683-8487-043c43c95a65
-156.082237,59.00306616,1161,ALAG,Lands - http://landsnet.nps.gov/tractsnet/documents/ALAG/Metadata/ALAG_metadata.xml,Alagnak Wild River,2016-09-21T00:00:00.000Z,AK,AK,2733449,Wild River,Lands,https://irma.nps.gov/App/Reference/Profile/2225686#Alagnak Wild River  ,Alagnak,327,e51466c7-850c-4a13-8fb0-b540e6d00486
-101.6717013,35.58196523,943,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2008-06-02T00:00:00.000Z,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047899#Alibates Flint Quarries National Monument,Alibates Flint Quarries,109,ac30a9a3-4af3-4868-bd42-cc79bbe6c628
-78.53186093,40.44677136,1096,ALPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ALPO/Metadata/alpo_metadata.xml,Allegheny Portage Railroad National Historic Site,2014-08-04T00:00:00.000Z,PA,NE,1214216,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2215968#Allegheny Portage Railroad National Historic Site,Allegheny Portage Railroad,262,db6bc9d2-4c85-4e50-a07a-456806f34af8
145.7240013,15.21501517,834,AMME,LEGACY: contact allen_mccoy@nps.gov for additional information,American Memorial Park,2015-04-22T00:00:00.000Z,MP,PW,1879026,Park,Legacy, ,American Memorial Park,0,970b4ce3-aa4f-4f62-92cc-44e3c610c925
-84.12989005,32.19830322,1098,ANDE,Lands - http://landsnet.nps.gov/tractsnet/documents/ANDE/Metadata/ande_metadata.xml,Andersonville National Historic Site,2014-08-19T00:00:00.000Z,GA,SE,310534,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2215967#Andersonville National Historic Site,Andersonville,264,98b89115-961b-4707-91ff-26f31570b044
-82.8381405,36.15536303,922,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,2007-01-24T00:00:00.000Z,TN,SE,1304837,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047901#Andrew Johnson National Historic Site,Andrew Johnson,88,19b143b0-84d0-440f-bacc-acce37cc094a
-158.1178088,56.89544341,1162,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ANIA_metadata.xml,Aniakchak National Monument,2016-09-21T00:00:00.000Z,AK,AK,1416034,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2225685#Aniakchak National Monument and Preserve,Aniakchak,328,c76916d4-946d-4cbb-97d9-94b78c583960
-157.7208239,56.86503221,1163,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ANIA_metadata.xml,Aniakchak National Preserve,2016-09-21T00:00:00.000Z,AK,AK,1416034,National Preserve,Lands,https://irma.nps.gov/App/Reference/Profile/2225685#Aniakchak National Monument and Preserve,Aniakchak,329,5994f7ca-34f0-4949-8299-1ae75b85e325
-77.7380518,39.47010671,891,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2005-01-10T00:00:00.000Z,MD,NC,589057,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/1048139#Antietam National Battlefield,Antietam,57,724e2186-db5a-4d47-b9e9-4a0bdf634f79
-90.57955662,46.93671618,1242,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2017-08-25T00:00:00.000Z,WI,MW,1581059,National Lakeshore,Lands,https://irma.nps.gov/App/Reference/Profile/2221817#Apostle Islands National Lakeshore,Apostle Islands,408,e98cf356-0f60-4dd0-a52c-4bfde3fe4948
-78.80089447,37.38274761,1001,APCO,Lands - http://landsnet.nps.gov/tractsnet/documents/APCO/Metadata/apco_metadata.xml,Appomattox Court House National Historical Park,2010-10-07T00:00:00.000Z,VA,NE,1462531,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2166449#Appomattox Cout House National Historical Park,Appomattox Court House,167,e2d01362-7100-42c1-a210-a1ce8081c16d
-109.5863498,38.72253865,913,ARCH,Lands - http://landsnet.nps.gov/tractsnet/documents/ARCH/Metadata/arch_metadata.xml,Arches National Park,2006-06-19T00:00:00.000Z,UT,IM,1455716,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2239940#Arches National Park,Arches,79,b5244c3a-d074-4889-800c-6d0e79de4cee
-91.3473276,34.02072546,1006,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010-12-13T00:00:00.000Z,AR,MW,2733432,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/2167744#Arkansas Post National Memorial,Arkansas Post,172,6be817a9-ae38-4f0d-ae40-7e0461bd09de
-77.07460869,38.88255199,896,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2005-05-31T00:00:00.000Z,VA,NC,1888900,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1048142#Arlington House,"Arlington House, The Robert E. Lee Memorial",62,a750e882-1c2a-4729-87b3-05f73415128e
-107.9999245,36.83682198,1217,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,2017-06-22T00:00:00.000Z,NM,IM,885961,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2192754#Aztec Ruins National Monument,Aztec Ruins,383,94235974-c9a1-4e67-9778-2af62a4eb917
-102.3939451,43.83400222,1121,BADL,Lands - http://landsnet.nps.gov/tractsnet/documents/BADL/Metadata/badl_metadata.xml,Badlands National Park,2015-08-07T00:00:00.000Z,SD,MW,1265096,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2224522#Badlands National Park,Badlands,287,74920053-0483-409f-97d4-9bd2582ac547
-106.3054344,35.75758546,1154,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2016-04-26T00:00:00.000Z,NM,IM,928874,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2194464#Bandelier National Monument,Bandelier,320,cb37b562-39ea-4869-8150-0fb64df1a91c
-77.00386075,38.89232345,1188,BEPA,Lands - http://landsnet.nps.gov/tractsnet/documents/BEPA/Metadata/bepa_metadata.xml,Belmont-Paul Women's Equality National Monument,2016-09-13T00:00:00.000Z,DC,NC,need ID,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2235426#Belmont-Paul Women's Equality National Monument,Belmont-Paul Women's Equality,354,ebb447f2-2d1b-4d57-97c2-20088a0875fa
-103.42665,38.03977483,997,BEOL,Lands - http://landsnet.nps.gov/tractsnet/documents/BEOL/Metadata/beol_metadata.xml,Bent's Old Fort National Historic Site,2010-09-21T00:00:00.000Z,CO,IM,2559483,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2166446#Bent's Old Fort National Historic Site,Bent's Old Fort,163,90e57003-e54d-4ff1-b02a-9b7225a4b9fa
-163.9208061,65.75704848,1164,BELA,Lands - http://landsnet.nps.gov/tractsnet/documents/BELA/Metadata/BELA_metadata.xml,Bering Land Bridge National Preserve,2016-09-21T00:00:00.000Z,AK,AK,1416037,National Preserve,Lands,https://irma.nps.gov/App/Reference/Profile/2225684#Bering Land Bridge National Preserve,Bering Land Bridge,330,c6084223-b6c3-4040-9712-5d15b25798ef
-103.2294702,29.29725516,1207,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/bibe/Metadata/bibe_metadata.xml,Big Bend National Park,2017-01-20T00:00:00.000Z,TX,IM,1377082,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2239592#Big Bend National Park,Big Bend,373,876a7a3d-5163-4ca4-9a4f-2324c9dcff0b
-113.6458442,45.64647258,1131,BIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/BIHO/Metadata/BIHO_metadata.xml,Big Hole National Battlefield,2015-11-06T00:00:00.000Z,MT,PW,779820,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/2225687#Big Hole National Battlefield,Big Hole,297,88dce265-cfea-487b-ad8a-e18a72477cc1
-94.23162009,30.3408751,1240,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/bith/Metadata/bith_metadata.xml,Big Thicket National Preserve,2017-07-28T00:00:00.000Z,TX,IM,1888902,National Preserve,Lands,https://irma.nps.gov/App/Reference/Profile/2239597#Big Thicket National Preserve,Big Thicket,406,4e2bcf06-084a-4f90-9ab2-f6912ac0c886
-108.0264036,45.28907419,1049,BICA,Lands - http://landsnet.nps.gov/tractsnet/documents/BICA/Metadata/bica_metadata.xml,Bighorn Canyon National Recreation Area,2012-01-11T00:00:00.000Z,WY,IM,767934,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/2182227#Bighorn Canyon National Recreation Area,Bighorn Canyon,215,0e944014-0bd5-4fe5-a61a-bd4b8c0ffae1
-80.210247,25.49049476,1004,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,2010-12-02T00:00:00.000Z,FL,SE,294450,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2167747#Biscayne National Park,Biscayne,170,78eaec64-23b8-4665-a0de-664383435926
-107.7257231,38.5790608,1231,BLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BLCA/Metadata/blca_metadata.xml,Black Canyon of the Gunnison National Park,2017-05-12T00:00:00.000Z,CO,IM,203271,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047909#Black Canyon of the Gunnison National Park,Black Canyon of the Gunnison,397,feea91dd-89d3-4a0a-9386-40a5030c814d
-79.73187418,37.11481335,982,BOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOWA/Metadata/bowa_metadata.xml,Booker T. Washington National Monument,2010-06-07T00:00:00.000Z,VA,NE,1477005,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2165302#Booker T Washington National Monument,Booker T Washington,148,4c344612-b6f0-4374-b645-a8022358fc56
-71.0557492,42.37337754,1106,BOST,Lands - http://landsnet.nps.gov/tractsnet/documents/BOST/Metadata/bost_metadata.xml,Boston National Historical Park,2015-02-09T00:00:00.000Z,MA,NE,600140,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2221816#Boston National Historical Park,Boston,272,d2539371-7dee-4cc1-9e07-da1f8c1ae058
-71.07064043,42.35789563,959,BOAF,Lands - http://landsnet.nps.gov/tractsnet/documents/BOAF/Metadata/boaf_metadata.xml,Boston African American National Historic Site,2009-03-12T00:00:00.000Z,MA,NE,1888904,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048143#Boston African American National Historic Site,Boston African American,125,1671ad33-5daa-449f-8ecc-48f913f0446c
-70.8761789,42.26219884,914,BOHA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOHA/Metadata/boha_metadata.xml,Boston Harbor Islands National Recreation Area,2006-08-14T00:00:00.000Z,MA,NE,606990,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/1047911#Boston Harbor Islands National Recreation Area,Boston Harbor Islands,80,36e77266-d8f7-4da2-b9fa-25422eb18727
-88.72889343,34.50611958,901,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,2005-10-13T00:00:00.000Z,MS,SE,667556,National Battlefield Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047914#Brices Cross Roads National Battlefield Site,Brices Cross Roads,67,af76b193-44bd-47cd-9fa9-e53eed8cd614
-95.67640762,39.03793261,918,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historic Site,2006-11-01T00:00:00.000Z,KS,MW,2510335,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048389#Brown v. Board of Education National Historic Si*,Brown V Board Of Education,84,919f34fd-74a2-4b6c-85ed-58232f47bda5
-112.1827111,37.5838981,935,BRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,Bryce Canyon National Park,2008-03-27T00:00:00.000Z,UT,IM,1450197,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047913#Bryce Canyon National Park,Bryce Canyon,101,e555c9d4-ac68-415e-a7ba-192f65592733
-64.62221751,17.81026454,909,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,2006-03-20T00:00:00.000Z,VI,SE,1613756,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047917#Buck Island Reef National Monument,Buck Island Reef,75,efd74b33-1e7e-42ae-b60c-778e5f5080be
-92.91810617,35.968644,1196,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,2016-07-19T00:00:00.000Z,AR,MW,74272,National River,Lands,https://irma.nps.gov/App/Reference/Profile/1047916#Buffalo National River,Buffalo,362,4834846b-c92b-4197-a3d7-10875f63a5f7
-117.2415986,32.67225021,948,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,2008-08-28T00:00:00.000Z,CA,PW,255957,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047918#Cabrillo National Monument,Cabrillo,114,9b4e3975-c968-4b12-b2af-62d9e575344c
-80.75412332,28.78624732,946,CANA,Lands - http://landsnet.nps.gov/tractsnet/documents/CANA/Metadata/cana_metadata.xml,Canaveral National Seashore,2008-07-30T00:00:00.000Z,FL,SE,307730,National Seashore,Lands,https://irma.nps.gov/App/Reference/Profile/1048145#Canaveral National Seashore,Canaveral,112,2d116f87-86f3-4a87-b5b2-2c5fbb3da271
-93.00729876,31.66444166,966,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009-07-28T00:00:00.000Z,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047922#Cane River Creole National Historical Park,Cane River Creole,132,d6b744e0-3efa-401e-9618-a4221d3ab3b3
-109.3400673,36.09404758,1132,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/CACH_metadata.xml,Canyon de Chelly National Monument,2010-12-14T00:00:00.000Z,AZ,IM,44981,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2225688#Canyon De Chelly National Monument,Canyon de Chelly,298,49af3cdb-8747-4ac5-bfc6-d1b42eac7725
-109.8769622,38.24314039,979,CANY,Lands - http://landsnet.nps.gov/tractsnet/documents/CANY/Metadata/cany_metadata.xml,Canyonlands National Park,2010-04-26T00:00:00.000Z,UT,IM,1448008,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2165304#Canyonlands National Park,Canyonlands,145,364d5323-cbd8-4b60-9287-b871c831ec6d
-70.0051943,41.96046328,1133,CACO,Lands - http://landsnet.nps.gov/tractsnet/documents/CACO/METADATA/caco_metadata.xml,Cape Cod National Seashore,2016-03-24T00:00:00.000Z,MA,NE,606900,National Seashore,Lands,https://irma.nps.gov/App/Reference/Profile/2229062#Cape Cod National Seashore,Cape Cod,299,3e7f5c94-3019-4669-9f1b-e9f6c6abee5d
-163.502573,67.41218543,1165,CAKR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAKR/Metadata/CAKR_metadata.xml,Cape Krusenstern National Monument,2016-09-21T00:00:00.000Z,AK,AK,1416038,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2225689#Cape Krusenstern National Monument,Cape Krusenstern,331,016157b8-e986-4aeb-be01-0ccc07961fcc
-111.2830036,38.38355285,1065,CARE,Lands - http://landsnet.nps.gov/tractsnet/documents/CARE/Metadata/care_metadata.xml,Capitol Reef National Park,2012-12-03T00:00:00.000Z,UT,IM,1434866,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2192759#Capitol Reef National Park,Capitol Reef,231,ca9b5814-b31d-4828-ba60-c6b95dbab55e
-103.9710428,36.78171068,882,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004-07-22T00:00:00.000Z,NM,IM,936867,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047927#Capulin Volcano National Monument,Capulin Volcano,48,6815a907-e7d7-4e46-8d08-fe8516db3be6
-82.45096659,35.26824318,1211,CARL,Lands - http://landsnet.nps.gov/tractsnet/documents/CARL/Metadata/carl_metadata.xml,Carl Sandburg Home National Historic Site,2016-11-10T00:00:00.000Z,NC,SE,1006677,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047923#Carl Sandburg Home National Historic Site,Carl Sandburg Home,377,2564b931-ff95-4ea0-88c0-bcc251a170ca
